mmsi,shiptype,operator,year,cooperation_score,coop_score,grade,total_distance_km_under_10,percent_under_10_knots,total_distance_km_btwn_10_12,percent_10_12_knots,total_distance_km_btwn_12_15,percent_12_15_knots,total_distance_km_over_15,percent_over_15_knots,total_distance_km,total_distance_km_weird,avg_speed_knots,max_speed_knots,min_speed_knots,max_implied_speed_knots,min_implied_speed_knots,max_final_calculated_speed_knots,min_final_calculated_speed_knots,max_final_lenient_speed_knots,min_final_lenient_speed_knots
357628000,Products Tanker,Panamax International LLC,2019,27.60%,27.6,F,28.3,27.60%,68.6,66.90%,4.6,4.50%,0,0%,102.5,0,4.8,11.8,0,12.765,0,12.765,0,11.8,0
636018225,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2019,27.60%,27.6,F,321.6,27.60%,223.7,19.20%,230.2,19.70%,390.7,33.50%,1166.3,0,12.3,21.5,0.3,165.824,0,31.317,0,21.5,0
477698700,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2018,27.60%,27.6,F,548.5,27.60%,423,21.30%,375.5,18.90%,641.1,32.30%,1987.3,0,12.7,23,9,75.097,0,38.017,0,23,0
303668000,Articulated Pusher Tug,Crowley Marine Services Inc,2019,27.40%,27.4,F,1398.6,27.40%,3079.6,60.30%,562.9,11%,53.7,1.10%,5107.4,0,6.6,102.3,0,106.891,0,53.055,0,36.484,0
255805750,Container Ship (Fully Cellular),Maersk A/S,2018,27.40%,27.4,F,103.3,27.40%,145.9,38.80%,40.4,10.70%,88,23.40%,376.4,0,11.3,18.4,0.5,27.792,0.607,27.792,0.607,18.3,0.5
477351100,Container Ship (Fully Cellular),Orient Overseas Container Line,2019,27.30%,27.3,F,650.3,27.30%,1298.6,54.50%,427.3,17.90%,6.4,0.30%,2383.3,0,10.6,15.2,3.3,21.059,0,21.059,0,14.933,0
636017153,Container Ship (Fully Cellular),Maersk A/S,2019,27.30%,27.3,F,394.1,27.30%,472.8,32.80%,429,29.70%,144.4,10%,1442.2,0,4.6,18.4,0,126.218,0,36.622,0,18.4,0
309509000,Vehicles Carrier,Mitsui OSK Lines Ltd,2017,27.30%,27.3,F,48.5,27.30%,38.4,21.60%,46.1,26%,44.9,25.30%,177.5,0,10.9,13.8,9.2,83.116,0,40.325,0,13.8,0
241313000,Container Ship (Fully Cellular),Maersk A/S,2018,27.20%,27.2,F,240.8,27.20%,327.5,36.90%,191.4,21.60%,128.3,14.50%,886.6,0,11.3,17.9,8.2,51.017,0,51.017,0,17.8,0
441993000,Vehicles Carrier,EUKOR Car Carriers Inc,2018,27.20%,27.2,F,46.6,27.20%,71.6,41.70%,12.9,7.50%,40.8,23.80%,171.6,0,11.4,17.1,4.1,19.747,0,19.747,0.273,16.879,0.273
477914600,Open Hatch Cargo Ship,Saga Welco AS,2017,27.10%,27.1,F,141.5,27.10%,107.2,20.60%,167.3,32.10%,105.4,20.20%,521.5,0,11.4,13.7,9,53.626,0,53.626,0,13.6,0
356172000,Open Hatch Cargo Ship,Marujyu Bulk Carriers SA,2019,27.10%,27.1,F,94.8,27.10%,71,20.30%,178.7,51.20%,3.8,1.10%,349.2,0,8.6,14.5,0,20.53,0,20.53,0.015,14.444,0.015
357152000,Bulk Carrier,NYK Line,2018,27%,27,F,99.8,27%,192.4,52%,63.5,17.20%,14.5,3.90%,369.9,0,10.6,13.1,9.5,47.948,0,47.948,0,13.1,0
477056400,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2017,27%,27,F,382.8,27%,176.2,12.40%,267,18.80%,590.4,41.60%,1418.5,0,12.6,20,0.6,115.594,0,56.07,0,20,0
373121000,Bulk Carrier,PSM Perkapalan Sdn Bhd,2019,26.90%,26.9,F,153,26.90%,360.5,63.40%,48.4,8.50%,0.7,0.10%,569,0,4.6,12.2,0,26.269,0,26.269,0,12.16,0
211367460,Container Ship (Fully Cellular),Hapag-Lloyd AG,2019,26.90%,26.9,F,151.4,26.90%,155.2,27.50%,82.7,14.70%,173.9,30.90%,563.6,0,11.8,20.2,0.9,21.559,2.555,21.559,2.555,20.2,0.9
563143000,Container Ship (Fully Cellular),Evergreen Marine Corp,2019,26.80%,26.8,F,580.6,26.80%,623.5,28.70%,316.7,14.60%,649.2,29.90%,2169.7,0,12.3,23.1,5.4,55.2,0,55.2,0,23.1,0
232005179,Bulk Carrier,Pioneer Marine Advisers Pte,2018,26.70%,26.7,F,40.3,26.70%,30.8,20.40%,54.3,36%,26.4,17.50%,151,0,11.8,13.4,8.6,54.421,0,54.421,0,13.4,0
636018341,Vehicles Carrier,Siem Car Carriers AS,2018,26.70%,26.7,F,72.1,26.70%,43.8,16.20%,89.7,33.20%,65.4,24.20%,270.5,0,12,17.6,7.4,39.186,0,39.186,0,17.6,0
538004032,Crude Oil Tanker,Diamond S Management LLC,2018,26.70%,26.7,F,49.2,26.70%,119.8,65%,12.3,6.70%,1.9,1%,184.2,0,10.9,11.4,10,36.101,0,36.101,0,11.4,0
219155000,Container Ship (Fully Cellular),Maersk A/S,2019,26.60%,26.6,F,309.1,26.60%,661.9,56.90%,65,5.60%,123.8,10.70%,1162.4,0,10.5,16.6,5,127.507,2.859,25.132,2.859,16.6,2.859
538004086,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2018,26.60%,26.6,F,168.2,26.60%,192.5,30.40%,96.2,15.20%,176.5,27.90%,633.4,0,12.1,19.1,7.1,60.468,0,33.426,0,19.1,0
636014804,Crude/Oil Products Tanker,Panamax International LLC,2018,26.50%,26.5,F,97.6,26.50%,242.3,65.70%,29.4,8%,0.3,0.10%,368.9,0,10.6,12.3,9.3,32.582,4.988,32.582,4.988,12.3,4.988
241080000,Crude Oil Tanker,Euronav Ship Management,2017,26.50%,26.5,F,46.7,26.50%,23.7,13.40%,59.4,33.70%,45.4,25.80%,176.3,0,12.2,13,9.3,41.913,0,41.913,0,12.9,0
220413000,Container Ship (Fully Cellular),Maersk A/S,2018,26.50%,26.5,F,470.6,26.50%,1023.2,57.60%,187.3,10.50%,94.7,5.30%,1775.6,0,10.7,16,7.8,55.045,0,55.045,0,15.9,0
477728800,Container Ship (Fully Cellular),CMA CGM SA The French Line,2017,26.40%,26.4,F,46.2,26.40%,45.7,26.10%,55.1,31.50%,27.9,16%,174.9,0,11.1,11.2,9.4,31.255,0,31.255,0,11.2,0
477692200,Crude Oil Tanker,Associated Maritime Co HK Ltd,2019,26.40%,26.4,F,128.8,26.40%,92.5,18.90%,227.2,46.50%,17.1,3.50%,488.3,0,1.6,14.1,0,36.749,0,36.749,0,14.1,0
636017154,Container Ship (Fully Cellular),Maersk A/S,2019,26.30%,26.3,F,451.4,26.30%,610.5,35.60%,271.7,15.90%,373,21.80%,1713.7,0,4.4,20.4,0,52.686,0,52.686,0,20.341,0
248917000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2018,26.30%,26.3,F,8.9,26.30%,0.9,2.70%,14.5,42.80%,9.6,28.30%,33.9,0,9.8,18.9,2.2,24.122,2.229,24.122,2.229,18.8,2.2
576327000,Wood Chips Carrier,Sato Steamship Co Ltd,2019,26.30%,26.3,F,88.3,26.30%,243.7,72.50%,1.2,0.40%,0,0%,336,0,5.3,11.9,0,13.666,0,13.666,0.004,11.9,0.004
354297000,Bulk Carrier,Doun Kisen Co Ltd,2017,26.30%,26.3,F,92.1,26.30%,178.9,51.20%,55.2,15.80%,24.2,6.90%,349.6,0,10.9,12.4,8.8,102.287,0,36.543,0,12.353,0
477518600,Container Ship (Fully Cellular),Hapag-Lloyd AG,2017,26.20%,26.2,F,387.7,26.20%,369.6,24.90%,409.5,27.60%,320.4,21.60%,1482.3,0,11.4,18.7,3.7,185.836,0,46.526,0,18.7,0
563033900,Chemical/Products Tanker,TORM A/S,2019,26.20%,26.2,F,91.3,26.20%,221.9,63.60%,32.9,9.40%,1.1,0.30%,349.1,0,6.8,12.4,0,29.905,0,29.905,0,12.4,0
538006196,Crude Oil Tanker,Genel Denizcilik Nakliyati AS,2017,26%,26,F,39.1,26%,49.9,33.20%,51.9,34.60%,9.5,6.30%,150.1,0,11.2,12.6,9.3,62.715,0,27.831,0,12.6,0
255805847,Container Ship (Fully Cellular),Maersk A/S,2018,26%,26,F,47.7,26%,125.1,68.10%,10.7,5.80%,0,0%,183.8,0,10.7,12.1,9,91.713,0,29.468,0.195,12.1,0.195
538004573,Bulk Carrier,Olympic Shipping & Management,2019,25.90%,25.9,F,187.6,25.90%,360.7,49.70%,165.4,22.80%,2.7,0.40%,725.2,0,4.3,13,0,17.255,0,17.255,0,12.9,0
354614000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2018,25.90%,25.9,F,186,25.90%,94.5,13.10%,179.8,25%,260.5,36.20%,719.3,0,13,19.7,8.6,27.734,0,27.734,0.405,19.626,0.405
310567000,Passenger/Cruise,Princess Cruise Lines Ltd,2017,25.90%,25.9,F,51.5,25.90%,94,47.20%,34.5,17.30%,19.3,9.70%,199.2,0,10.7,11.1,9.4,50.024,0,50.024,0,11.1,0
367124980,Platform Supply Ship,Cheramie Marine LLC,2019,25.90%,25.9,F,468.1,25.90%,1232.5,68.10%,99.1,5.50%,10.3,0.60%,1809.5,0,10.1,102.3,1.3,89.246,0,29.999,0,12.2,0
636013612,Bulk Carrier,Cobelfret NV,2019,25.80%,25.8,F,52.6,25.80%,135.7,66.60%,8.5,4.20%,0,0%,203.7,0,1.8,12.1,0,12.248,0,12.248,0.002,12.058,0.002
311536000,Passenger/Cruise,Crystal Cruises LLC,2018,25.70%,25.7,F,95.4,25.70%,38.5,10.40%,1,0.30%,236.1,63.70%,370.8,0,14.5,19.5,6.3,30.876,0,30.876,0,19.5,0
563982000,Container Ship (Fully Cellular),Evergreen Marine Corp,2018,25.70%,25.7,F,193,25.70%,125.4,16.70%,60.7,8.10%,372.1,49.50%,752.3,0,13.8,21.6,8.2,71.993,0,47.483,0,21.57,0
538007515,Bulk Carrier,Atlantis Management Inc,2019,25.60%,25.6,F,97.4,25.60%,68.2,17.90%,211.6,55.60%,1.4,0.40%,380.5,0,7.2,13,0,18.058,0,18.058,0.005,13,0.005
372319000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2018,25.60%,25.6,F,499.6,25.60%,156.3,8%,410.3,21%,881.8,45.20%,1949.6,0,13.5,21.5,8.3,132.624,0,39.617,0,21.5,0
338921000,Buoy Tender,United States Govt Coast Guard,2018,25.60%,25.6,F,201.1,25.60%,559.5,71.10%,11.2,1.40%,14.9,1.90%,786.7,0,10.4,13.5,5.8,80.448,0,42.078,0,11.735,0
354886000,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2017,25.60%,25.6,F,45.6,25.60%,13.1,7.40%,39.8,22.40%,80,45%,177.9,0,13.4,17.1,9.3,51.648,0,51.648,0,17.1,0
353931000,Wood Chips Carrier,Kawasaki Kisen Kaisha Ltd,2018,25.60%,25.6,F,47.5,25.60%,42.5,22.90%,92.3,49.80%,3,1.60%,185.3,0,10.7,12.7,6.3,38.358,4.701,38.358,4.701,12.7,4.701
477441800,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2017,25.60%,25.6,F,274,25.60%,185.2,17.30%,244.9,22.90%,366.7,34.30%,1069.6,0,12.2,18.1,9.2,299.769,0,56.825,0,17.7,0
248745000,Chemical/Products Tanker,Navig8 Chemical Delta8 Pool,2019,25.50%,25.5,F,88.6,25.50%,50.2,14.40%,193.5,55.70%,14.2,4.10%,347.7,0,8.4,15,0,21.162,0,21.162,0,15,0
241531000,Crude/Oil Products Tanker,Cape Tankers Inc,2018,25.50%,25.5,F,94.2,25.50%,240.8,65.30%,26,7.10%,7.2,2%,368.7,0,10.7,13.4,8.9,35.151,0,35.151,0,13.4,0
351954000,General Cargo Ship,Eastern Car Liner Ltd,2019,25.50%,25.5,F,447.4,25.50%,320.7,18.30%,964.9,54.90%,21.7,1.20%,1756.1,0,10.8,15,0.2,21.229,0,21.229,0,14.7,0
477136800,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2017,25.40%,25.4,F,86.5,25.40%,39.6,11.60%,83.7,24.60%,131.6,38.60%,340.5,0,12,18.1,9,68.152,0,39.771,0,18.1,0
373005000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2018,25.40%,25.4,F,188.6,25.40%,407.8,55%,81.7,11%,64.3,8.70%,741.8,0,11,18,8.8,59.321,0,59.321,0,18,0
354342000,Vehicles Carrier,Kawasaki Kisen Kaisha Ltd,2017,25.40%,25.4,F,45.2,25.40%,26.9,15.10%,28.8,16.20%,77,43.30%,178,0,13,16.1,9.1,56.053,0,56.053,0,16.07,0
352631000,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2019,25.40%,25.4,F,591.3,25.40%,1021.7,43.90%,409.4,17.60%,306.7,13.20%,2325.7,0,10.7,16.6,0.3,30.608,0,30.608,0,16.6,0
355321000,Products Tanker,Panamax International LLC,2019,25.40%,25.4,F,63,25.40%,48.7,19.60%,108.9,43.90%,6.6,2.70%,248,0,1.1,14.4,0,18.884,0,18.884,0,14.4,0
249904000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2017,25.30%,25.3,F,43.8,25.30%,74.4,43%,35.6,20.60%,19.4,11.20%,173.2,0,11.2,12.1,9.3,65.669,0,25.812,0,12.1,0
356159000,Chemical/Products Tanker,Vietnam Gas & Chemicals,2018,25.30%,25.3,F,186.2,25.30%,245.4,33.30%,173.7,23.60%,132.4,18%,736.5,0,11,15.7,6.2,78.9,0,23.115,0,15.691,0
431496000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2017,25.30%,25.3,F,302.2,25.30%,87.3,7.30%,116.4,9.70%,689.3,57.70%,1195.5,0,14.9,23.7,9,218.035,0,57.441,0,23.557,0
249666000,Passenger/Cruise,Celebrity Cruises Inc,2019,25.20%,25.2,F,221.1,25.20%,193.1,22%,83.8,9.50%,376,42.80%,878.7,0,7.3,20.8,0,28.394,0,28.394,0,20.8,0
477547300,Chemical/Products Tanker,Diamond S Management LLC,2017,25.20%,25.2,F,44.4,25.20%,66.6,37.80%,33.5,19%,31.8,18.10%,176,0,11.2,11.8,8.5,38.239,0,38.239,0,11.737,0
636015176,Crude Oil Tanker,Unisea Shipping Ltd,2019,25.20%,25.2,F,155.3,25.20%,320.7,52.10%,98.9,16.10%,1.5,0.20%,615.8,0,1.1,12.5,0,24.711,0,24.711,0,12.5,0
232012087,Crude/Oil Products Tanker,Penfield Marine LLC,2019,25.20%,25.2,F,185.7,25.20%,149.5,20.30%,356.1,48.40%,8,1.10%,735.9,0,1.7,14.7,0,19.192,0,19.192,0,14.697,0
636017155,Container Ship (Fully Cellular),Maersk A/S,2019,25.10%,25.1,F,411,25.10%,940.4,57.50%,223.5,13.70%,61.6,3.80%,1636.3,0,5.9,17.5,0,32.401,0,32.401,0,17.5,0
354203000,Vehicles Carrier,Kawasaki Kisen Kaisha Ltd,2017,25.10%,25.1,F,44.8,25.10%,32.5,18.20%,31.6,17.70%,69.1,38.80%,178.2,0,12.3,102.3,7,210.331,0,48.727,0,17,0
308599000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2018,25.10%,25.1,F,15.1,25.10%,17.3,28.70%,26.5,44%,1.2,2%,60.2,0,11.5,13.3,8.8,15.936,7.395,15.936,7.395,13.3,7.395
220594000,Container Ship (Fully Cellular),Maersk A/S,2018,25%,25,F,240.6,25%,132.6,13.80%,75.7,7.90%,515.3,53.50%,963.8,0,14,21.5,7,73.59,0,40.814,0,21.459,0
353788000,Bulk Carrier,Sinokor Bulk Pte Ltd,2018,25%,25,F,175.1,25%,209.6,29.90%,24.6,3.50%,292.3,41.70%,701.4,0,12.3,18.2,8.2,28.412,0,28.412,0,18.2,0
338955000,Salvage Ship,United States Govt,2017,25%,25,F,20,25%,27.7,34.60%,14.7,18.40%,17.3,21.60%,80,0,11.6,12.2,3.7,56.771,0,56.771,0,12.1,0
353423000,Chemical/Products Tanker,Norient Product Pool ApS,2019,25%,25,F,88.9,25%,59,16.60%,203.3,57.10%,2.4,0.70%,356.3,0,5.4,14,0,23.258,0,23.258,0,13.995,0
431079000,Vehicles Carrier,NYK Line,2018,24.90%,24.9,F,268.1,24.90%,786.5,72.90%,21.1,2%,1.1,0.10%,1078.8,0,10.4,13.3,7.8,251.529,0,35.103,0,12.871,0
354839000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2017,24.90%,24.9,F,371.7,24.90%,382.2,25.60%,318.4,21.30%,420.9,28.20%,1493,0,12.3,21.1,9.1,173.88,0,56.566,0,21.1,0
564902000,Vehicles Carrier,NYK Line,2019,24.80%,24.8,F,88.4,24.80%,228.7,64.10%,7.1,2%,32.4,9.10%,356.8,0,10.5,18.1,3.3,19.747,2.776,19.747,2.776,18.1,2.776
477181700,Bulk Carrier,HMC Shipmanagement Co Ltd,2019,24.70%,24.7,F,82.6,24.70%,203.1,60.80%,47.8,14.30%,1.9,0.60%,334.2,0,10.4,13,5,23.52,0,23.52,0.513,13,0.513
477607700,Container Ship (Fully Cellular),Orient Overseas Container Line,2018,24.70%,24.7,F,90.9,24.70%,113.1,30.80%,161.1,43.80%,2.1,0.60%,367.5,0,10.9,13.9,8,24.843,0,24.843,0,13.9,0
538007153,Crude Oil Tanker,Mansel Ltd,2018,24.70%,24.7,F,45.8,24.70%,64.6,34.80%,45.2,24.40%,29.9,16.10%,185.5,0,10.9,12,9.6,37.731,0,37.731,0,12,0
636014121,Crude/Oil Products Tanker,Tsakos Commerce SA,2019,24.70%,24.7,F,223.9,24.70%,261.1,28.80%,394.6,43.50%,5.9,0.70%,906.7,0,2.5,14.6,0,18.768,0,18.768,0,14.6,0
370644000,Vehicles Carrier,Mitsui OSK Lines Ltd,2019,24.60%,24.6,F,138.6,24.60%,127,22.50%,116.2,20.60%,183.6,32.60%,563.6,0,12.1,19.3,5,32.322,0,32.322,0.24,19.186,0.24
235010710,Container Ship (Fully Cellular),Evergreen Marine Corp,2018,24.60%,24.6,F,172.8,24.60%,32.5,4.60%,60.2,8.60%,436.2,62.10%,702.4,0,15,21.8,8.6,136.635,0,49.875,0,21.7,0
636090966,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2017,24.60%,24.6,F,43.1,24.60%,44.3,25.30%,50.3,28.70%,38.3,21.90%,175,0,10.6,12.7,9.7,24.827,0,24.827,0,12.7,0
228338600,Container Ship (Fully Cellular),APL LLC,2018,24.50%,24.5,F,90.8,24.50%,88.4,23.80%,10.5,2.80%,181,48.80%,371,0,14.4,22.2,9.4,35.678,5.125,35.678,5.125,22.2,5.125
372052000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2019,24.50%,24.5,F,429.8,24.50%,470.9,26.80%,389.6,22.20%,465.5,26.50%,1754.5,0,12.3,21,1.8,28.346,0,28.346,0,21,0
215572000,Chemical/Products Tanker,SCF Management Services Dubai,2018,24.50%,24.5,F,80.5,24.50%,116.9,35.50%,131.9,40.10%,0,0%,329.2,0,11.3,13.8,7.1,14.923,0,14.923,0,13.8,0
371427000,Vehicles Carrier,Hoegh Autoliners Management AS,2018,24.50%,24.5,F,45.8,24.50%,100.7,53.90%,36.3,19.40%,3.7,2%,186.7,0,10.5,14.3,7.4,20.202,0,20.202,0,14.3,0
477202700,Container Ship (Fully Cellular),Pacific International Lines,2018,24.40%,24.4,F,90.6,24.40%,42.2,11.40%,161.2,43.50%,76.2,20.60%,370.6,0,12.2,15.8,8.7,25.176,0,25.176,0,15.8,0
369970147,Fishery Research Vessel,United States Govt NOAA Marine,2018,24.40%,24.4,F,89.3,24.40%,148,40.40%,73.4,20.10%,54.3,14.80%,366,0,10,14.1,0,45.892,0,45.892,0,14.1,0
249904000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2019,24.30%,24.3,F,165.7,24.30%,273.3,40.10%,53.4,7.80%,188.7,27.70%,681.6,0,11.5,33.3,2.4,21.579,0,21.579,0,17.7,0
249048000,Passenger/Cruise,Celebrity Cruises Inc,2017,24.30%,24.3,F,212.6,24.30%,55.4,6.30%,139.8,16%,465.1,53.20%,873.5,0,12.7,17.8,6,53.385,0,53.385,0,17.6,0
353987000,Vehicles Carrier,NYK Line,2018,24.20%,24.2,F,19,24.20%,6.7,8.50%,37.9,48.20%,15.1,19.20%,78.6,0,11,13.6,4.6,37.282,0,37.282,0,13.6,0
255806172,Crude Oil Tanker,N2 Tankers BV,2019,24.20%,24.2,F,15.6,24.20%,37.4,58.10%,8.2,12.70%,0,0%,64.4,0,2,11.7,0,14.197,0,14.197,0,11.7,0
636010789,Vehicles Carrier,Euro Marine Carrier BV,2019,24.20%,24.2,F,84.7,24.20%,101.1,28.80%,157.8,45%,7.5,2.10%,350.6,0,11.2,14.8,1.8,23.111,0,23.111,0,14.7,0
538004096,Bulk Carrier,Hyundai Glovis Co Ltd,2017,24.20%,24.2,F,84.6,24.20%,180.9,51.70%,47.2,13.50%,36.9,10.50%,349.8,0,11.1,12.1,1.4,59.043,0,59.043,0,12,0
372038000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2017,24.20%,24.2,F,333,24.20%,134.1,9.80%,336.2,24.50%,570.9,41.50%,1374.4,0,12.8,23.1,5.1,97.463,0,57.972,0,23.1,0
636015177,Crude Oil Tanker,Unisea Shipping Ltd,2019,24.10%,24.1,F,112.8,24.10%,103.3,22%,234.5,50%,1.9,0.40%,468.6,0,1.9,13.6,0,46.409,0,46.409,0,13.6,0
369209000,Container Ship (Fully Cellular),Matson Navigation Co Inc,2019,24.10%,24.1,F,307.7,24.10%,196.2,15.30%,46.7,3.70%,726.7,56.80%,1278.8,0,14.1,24.9,5.2,40.448,0,40.448,0,24.9,0
636019074,Crude/Oil Products Tanker,Clearlake Shipping Pte Ltd,2019,24%,24,F,119.8,24%,163.2,32.70%,200.4,40.20%,0.2,0%,498.9,0,1.9,13.1,0,17.648,0,17.648,0,13.1,0
538002275,Crude Oil Tanker,Panamax International LLC,2019,24%,24,F,182.7,24%,326.8,42.90%,218.5,28.70%,0.2,0%,761.1,0,1.2,13.1,0,24.799,0,24.799,0,13,0
371582000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2018,24%,24,F,167.6,24%,260.4,37.30%,113.5,16.20%,159.5,22.80%,698.8,0,11.6,20.8,9.2,26.952,0,26.952,0,20.8,0
477197600,Bulk Carrier,Pacific Basin Shipping HK Ltd,2019,23.90%,23.9,F,131.8,23.90%,402.6,73.10%,15.9,2.90%,0.2,0%,551.1,0,7.3,12.5,0,26.944,0,26.944,0,12.5,0
477237400,Crude Oil Tanker,China Merchants Energy Shpg,2019,23.90%,23.9,F,119.3,23.90%,286.5,57.30%,65.9,13.20%,1.4,0.30%,499.8,0,1.5,12.4,0,22.71,0,22.71,0,12.4,0
477276600,Container Ship (Fully Cellular),Orient Overseas Container Line,2019,23.90%,23.9,F,533.1,23.90%,782.3,35%,846.8,37.90%,71,3.20%,2234.4,0,11.1,15.8,0.2,65.387,0,23.655,0,15.8,0
256748000,Chemical/Products Tanker,Latsco Marine Management Inc,2019,23.80%,23.8,F,71.4,23.80%,30.9,10.30%,186.1,62.10%,9.4,3.10%,299.9,0,6.8,13.5,0,29.243,0,29.243,0,13.4,0
229988000,Container Ship (Fully Cellular),CMA CGM SA The French Line,2017,23.80%,23.8,F,83.2,23.80%,106.6,30.40%,108.8,31.10%,52.4,15%,350.3,0,11.2,15.2,9.3,69.94,0,31.71,0,15.1,0
355558000,Vehicles Carrier,Kawasaki Kisen Kaisha Ltd,2017,23.70%,23.7,F,41.3,23.70%,56.3,32.30%,40.6,23.30%,35.9,20.60%,174.3,0,11.2,16,9.5,46.253,0,46.253,0,15.69,0
310361000,Passenger/Cruise,Princess Cruise Lines Ltd,2019,23.70%,23.7,F,117.8,23.70%,375.3,75.40%,4.2,0.80%,0.1,0%,497.8,0,9.4,13,0,28.853,0,28.853,0.001,12.785,0.001
636090747,Crude/Oil Products Tanker,Penfield Marine LLC,2019,23.70%,23.7,F,83.7,23.70%,243.4,68.90%,16.8,4.80%,0.7,0.20%,353.2,0,3,12.1,0,18.823,0,18.823,0,12.1,0
356610000,Bulk Carrier,Lauritzen Bulkers A/S,2019,23.70%,23.7,F,28,23.70%,52.2,44.20%,34.7,29.40%,0.9,0.80%,118,0,3.5,12.7,0,15.268,0,15.268,0,12.7,0
354891000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2019,23.60%,23.6,F,486.7,23.60%,460.8,22.40%,143.1,6.90%,971,47.10%,2061.3,0,13,20.5,1.2,62.886,0,40.05,0,20.5,0
240681000,Crude Oil Tanker,Eletson Corp,2019,23.60%,23.6,F,148.2,23.60%,298.6,47.50%,129.8,20.60%,1.5,0.20%,629.2,0,0.9,13.5,0,22.439,0,22.439,0,13.5,0
371249000,Container Ship (Fully Cellular),Korea Marine Transport Co Ltd,2018,23.60%,23.6,F,35.6,23.60%,72.9,48.40%,23.7,15.70%,18.2,12.10%,150.6,0,10.9,12.2,9,27.69,0,27.69,0,12.163,0
538008565,Chemical/Products Tanker,Densay Shipping & Trading DMCC,2019,23.60%,23.6,F,134.6,23.60%,174.7,30.70%,255,44.70%,5.7,1%,569.9,0,11,14.2,2.1,20.736,0,20.736,0,14.2,0
477014800,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2018,23.50%,23.5,F,43.3,23.50%,132.9,72.30%,6.7,3.60%,1.4,0.80%,183.9,0,10.5,12.1,9.5,19.58,0,19.58,0,12.1,0
354297000,Bulk Carrier,Doun Kisen Co Ltd,2018,23.50%,23.5,F,82.8,23.50%,188.2,53.50%,78.2,22.20%,3,0.90%,351.7,0,10.4,12.7,4.1,25.689,4.111,25.689,4.111,12.7,4.1
319904000,Vehicles Carrier,Mitsui OSK Lines Ltd,2018,23.40%,23.4,F,42.9,23.40%,52.9,28.90%,87.1,47.60%,0.7,0.40%,183.1,0,11.1,13.9,9.4,15.36,0,15.36,0,13.9,0
477220600,Bulk Carrier,Pacific Basin Shipping HK Ltd,2019,23.40%,23.4,F,91.4,23.40%,248.3,63.50%,39.7,10.20%,3.3,0.80%,391.1,0,3.3,13.3,0,28.948,0,28.948,0,13.205,0
636015819,Vehicles Carrier,Mitsui OSK Lines Ltd,2019,23.30%,23.3,F,75.5,23.30%,157.2,48.40%,91,28%,1.2,0.40%,324.6,0,10.7,13,3.4,29.969,0,29.969,0,13,0
357880000,Vehicles Carrier,Patricia Ship Holding SA,2018,23.30%,23.3,F,77.4,23.30%,91.7,27.60%,118.8,35.80%,43.7,13.20%,331.7,0,12,16.4,6.2,26.235,0,26.235,0,16.4,0
477427500,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2017,23.20%,23.2,F,54.5,23.20%,65.7,28%,81.8,34.90%,33.1,14.10%,234.6,0,10.4,13.3,9.4,71.117,0,32.419,0,13.3,0
538002276,Crude Oil Tanker,Panamax International LLC,2019,23.20%,23.2,F,251.5,23.20%,592,54.70%,215.6,19.90%,2.6,0.20%,1082.6,0,3.5,13,0,28.206,0,28.206,0,13,0
211327410,Container Ship (Fully Cellular),Hapag-Lloyd AG,2018,23.20%,23.2,F,291.5,23.20%,611.8,48.60%,170.7,13.60%,183.1,14.60%,1258.2,0,11.2,16.9,5.5,45.608,0,45.608,0,16.865,0
538002992,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2019,23.20%,23.2,F,311.6,23.20%,417.8,31.10%,124.3,9.30%,490.1,36.50%,1342.6,0,12,22.6,0,49.644,0,49.644,0,22.4,0
538007939,Container Ship (Fully Cellular),CMA CGM SA The French Line,2019,23.20%,23.2,F,605.5,23.20%,1198.3,45.90%,698,26.70%,102,3.90%,2610.9,0,6.9,23.2,0,29.937,0,29.937,0,23.2,0
