mmsi,shiptype,operator,year,cooperation_score,coop_score,grade,total_distance_km_under_10,percent_under_10_knots,total_distance_km_btwn_10_12,percent_10_12_knots,total_distance_km_btwn_12_15,percent_12_15_knots,total_distance_km_over_15,percent_over_15_knots,total_distance_km,total_distance_km_weird,avg_speed_knots,max_speed_knots,min_speed_knots,max_implied_speed_knots,min_implied_speed_knots,max_final_calculated_speed_knots,min_final_calculated_speed_knots,max_final_lenient_speed_knots,min_final_lenient_speed_knots
373817000,Vehicles Carrier,Hyundai Glovis Co Ltd,2019,14.10%,14.1,F,80.5,14.10%,280.6,49.10%,202.7,35.50%,5.4,0.90%,571.6,0,11.3,14.5,4.7,21.328,0,21.328,0,14.5,0
353931000,Wood Chips Carrier,Kawasaki Kisen Kaisha Ltd,2019,14%,14,F,49.3,14%,189.5,53.70%,109.4,31%,2.7,0.80%,352.7,0,7.7,13.6,0,19.808,0,19.808,0,13,0
356124000,Bulk Carrier,Oldendorff Carriers GmbH & Co,2017,14%,14,F,25.4,14%,5.8,3.20%,68.5,37.90%,81.8,45.20%,180.9,0,13.1,13.4,12,76.39,0,48.006,0,13.4,0
566735000,Bulk Carrier,Pacific Carriers Ltd,2017,14%,14,F,24.3,14%,29.4,16.90%,85.1,49%,34.9,20.10%,173.7,0,11.8,12.6,10.9,164.069,0,24.573,0,12.6,0
235076283,Crude Oil Tanker,AET Inc Ltd,2017,13.90%,13.9,F,122.5,13.90%,282.3,32.10%,302.6,34.40%,171.2,19.40%,880.3,0,12,12.9,9.6,62.946,0,49.548,0,12.9,0
212347000,Container Ship (Fully Cellular),Hyundai Merchant Marine Co Ltd,2019,13.90%,13.9,F,241.4,13.90%,759.9,43.90%,178.1,10.30%,551.6,31.90%,1731.2,0,11.6,20.6,0.3,27.204,0,27.204,0,20.5,0
477641800,Chemical/Products Tanker,Handytankers K/S,2018,13.90%,13.9,F,20.6,13.90%,69.2,46.80%,25.7,17.40%,32.1,21.70%,148,0,11.1,12,11,68.42,0,56.731,0,11.909,0
636014809,Crude Oil Tanker,Pleiades Shipping Agents SA,2018,13.90%,13.9,F,25.6,13.90%,20.9,11.40%,78.1,42.50%,60.3,32.80%,183.7,0,13.8,13.1,12.1,127.821,0,52.833,0,13.1,0
636014804,Crude/Oil Products Tanker,Panamax International LLC,2017,13.90%,13.9,F,48.3,13.90%,66.6,19.20%,118.6,34.20%,114.4,33%,347.1,0,12.4,13.4,10.6,39.828,0,39.828,0,13.4,0
311943000,Products Tanker,Gulf Energy Maritime GEM PJSC,2018,13.90%,13.9,F,10.4,13.90%,7.4,9.90%,45.2,60.30%,12.1,16.20%,74.9,0,10.9,13.9,2.2,27.234,0,27.234,0,13.9,0
477257900,Bulk Carrier,Wilmar International Ltd,2018,13.80%,13.8,F,10.4,13.80%,35.5,47%,13.1,17.40%,16.2,21.50%,75.5,0,11.4,12.1,10,28.228,0,28.228,0,12.1,0
538007429,Chemical/Products Tanker,Mansel Pte Ltd,2019,13.80%,13.8,F,134.4,13.80%,294.5,30.20%,525.5,53.80%,15.4,1.60%,976.7,0,4.7,13.7,0,222.767,0,22.43,0,13.7,0
366978690,Tug,Olympic Tug & Barge Inc,2018,13.70%,13.7,F,10.1,13.70%,34.4,46.50%,14.1,19.10%,15,20.30%,73.9,0,12,12.3,11.2,36.3,0,36.3,0,12.3,0
371987000,Vehicles Carrier,Mitsui OSK Lines Ltd,2017,13.70%,13.7,F,23.9,13.70%,62,35.50%,45.1,25.80%,44.1,25.30%,174.6,0,12.1,12.5,11.4,65.617,0,34.613,0,12.5,0
371389000,Bulk Carrier,Chios Navigation Hellas Ltd,2018,13.70%,13.7,F,25.3,13.70%,65.5,35.40%,60.7,32.80%,33.6,18.10%,185.2,0,11.5,12.3,10.7,174.623,0,32.492,0,12.2,0
373500000,Bulk Carrier,Mitsubishi Ore Transport Co,2017,13.70%,13.7,F,47.9,13.70%,69.3,19.90%,141.3,40.50%,90.1,25.80%,348.8,0,12,13.9,10.8,29.528,0,29.528,0,13.9,0
371133000,Bulk Carrier,Wisdom Marine Lines SA,2018,13.70%,13.7,F,10.5,13.70%,27.5,35.80%,24.6,32%,14.5,18.90%,76.8,0,11.4,11.9,10.3,111.125,0,33.461,0,11.873,0
563033000,Container Ship (Fully Cellular),Evergreen Marine Corp,2019,13.60%,13.6,F,299.6,13.60%,573.3,26%,291.1,13.20%,1011.4,45.90%,2203.8,0,6.2,23.6,0,37.927,0,37.927,0,23.5,0
477125800,Bulk Carrier,Pacific Basin Shipping HK Ltd,2018,13.60%,13.6,F,25,13.60%,145.7,79.40%,12.7,6.90%,0.3,0.20%,183.6,0,10.4,12.2,4.1,15.787,0,15.787,0.149,12.1,0.149
241313000,Container Ship (Fully Cellular),Maersk A/S,2019,13.60%,13.6,F,79.3,13.60%,270.2,46.20%,231.7,39.60%,4.1,0.70%,584.9,0,10.8,14.8,2.8,21.923,0,21.923,0.747,14.8,0.747
305347000,Container Ship (Fully Cellular),SITC Container Lines Co Ltd,2017,13.50%,13.5,F,24,13.50%,29.7,16.80%,70,39.50%,54.2,30.60%,177.2,0,12.8,12.7,11.5,53.54,0,53.54,0,12.6,0
212351000,Container Ship (Fully Cellular),Hyundai Merchant Marine Co Ltd,2019,13.40%,13.4,F,156.5,13.40%,317.2,27.10%,209.8,17.90%,485.1,41.50%,1169,0,12.8,21.2,0.3,42.795,0,42.795,0,21.1,0
636091380,Container Ship (Fully Cellular),Hamburg Sudamerikanische,2019,13.40%,13.4,F,385.7,13.40%,847.2,29.50%,385.3,13.40%,1250.4,43.60%,2870.3,0,10.4,19.4,0,113.766,0,58.299,0,19.3,0
244370000,Passenger/Cruise,Holland America Line NV,2019,13.30%,13.3,F,57.4,13.30%,184.3,42.80%,23.1,5.40%,164,38.10%,430.2,0,11,21.1,0,27.281,0,27.281,0,21.1,0
538007259,Container Ship (Fully Cellular),Hyundai Merchant Marine Co Ltd,2019,13.30%,13.3,F,154.8,13.30%,543,46.80%,269,23.20%,189.7,16.30%,1161,0,7.9,19.7,0,24.491,0,24.491,0,19.7,0
370738000,Chemical/Products Tanker,MOL Chemical Tankers Pte Ltd,2018,13.20%,13.2,F,10,13.20%,17.4,23%,29.8,39.40%,18.2,24%,75.7,0,12.1,12.8,9.7,60.826,0,31.412,0,12.752,0
564452000,Chemical/Products Tanker,TORM A/S,2017,13.20%,13.2,F,32.1,13.20%,9,3.70%,112.5,46.30%,89.3,36.70%,243,0,13.1,13.9,11.9,36.159,0,36.159,0,13.7,0
310567000,Passenger/Cruise,Princess Cruise Lines Ltd,2019,13.20%,13.2,F,19,13.20%,123,85.40%,2.4,1.70%,0.3,0.20%,144.1,0,10.6,11.9,5.6,22.666,5.699,22.666,5.699,11.767,5.6
477398000,Open Hatch Cargo Ship,Saga Welco AS,2017,13.20%,13.2,F,10,13.20%,21.3,28.10%,30.3,40%,14.1,18.60%,75.7,0,11.6,12.6,11.7,27.654,0,27.654,0,12.592,0
372340000,Chemical Tanker,Tabuchi Kaiun Co Ltd,2019,13.10%,13.1,F,154.1,13.10%,283,24.10%,319.8,27.30%,417.8,35.60%,1173.2,0,13,20.5,3.5,46.422,0,46.422,0,20.5,0
212715000,General Cargo Ship,Chinese-Polish Joint Stock,2018,13%,13,F,21.3,13%,30.7,18.70%,104.1,63.30%,8.5,5.20%,164.4,0,12.7,14.4,7.9,505.515,6.918,22.434,6.918,14.4,6.918
369915000,Buoy Tender,United States Govt Coast Guard,2019,13%,13,F,38.9,13%,23.8,8%,220.5,73.90%,14.8,5%,298.2,0,12.8,15.4,8.1,22.149,7.952,22.149,7.952,15,7.952
211327410,Container Ship (Fully Cellular),Hapag-Lloyd AG,2017,13%,13,F,46.1,13%,123.5,34.90%,115.7,32.70%,68,19.20%,353.6,0,11.9,14.5,8,53.26,0,53.26,0,14.5,0
538007481,Container Ship (Fully Cellular),Hyundai Merchant Marine Co Ltd,2019,13%,13,F,294.4,13%,730.2,32.30%,1120.6,49.60%,98.6,4.40%,2259,0,4.7,16.4,0,356.777,0,26.432,0,16.4,0
477282400,Bulk Carrier,Pacific Basin Shipping HK Ltd,2017,13%,13,F,9.8,13%,38.8,51.40%,17.7,23.40%,9.1,12.10%,75.5,0,10.8,11.7,10.6,31.53,0,31.53,0,11.7,0
319032800,Yacht,Vessel Safety Management,2018,12.90%,12.9,F,36.4,12.90%,216.2,76.80%,26.3,9.30%,2.6,0.90%,281.4,0,11,12.2,9.2,30.231,0,30.231,0,12,0
228338600,Container Ship (Fully Cellular),APL LLC,2017,12.90%,12.9,F,91.2,12.90%,141.1,20%,182.2,25.80%,291.6,41.30%,705.3,0,13.5,19.4,10.9,50.234,0,50.234,0,19.4,0
353778000,Bulk Carrier,Shikishima Kisen KK,2019,12.90%,12.9,F,43.8,12.90%,177.1,52.20%,115.6,34.10%,1.5,0.40%,339.1,0,7.9,12.6,0,16.087,0,16.087,0,12.6,0
220597000,Container Ship (Fully Cellular),Maersk A/S,2017,12.90%,12.9,F,136.5,12.90%,98,9.30%,152.6,14.40%,670.4,63.40%,1058.2,0,15.1,19.6,9,125.646,0,59.811,0,19.5,0
370153000,Chemical/Products Tanker,World Tankers UK Ltd,2018,12.90%,12.9,F,51.6,12.90%,264.7,66.30%,69.3,17.40%,13.2,3.30%,399.2,0,11.1,13.4,8,251.033,0,52.196,0.423,13.287,0.423
538090382,Chemical/Products Tanker,UPT United Product Tankers,2019,12.90%,12.9,F,32.5,12.90%,94.2,37.30%,122.2,48.40%,0.1,0%,252.4,0,3.6,13.7,0,18.323,0,18.323,0,13.61,0
311321000,Passenger/Cruise,Royal Caribbean Cruises Ltd,2019,12.90%,12.9,F,13.1,12.90%,27.5,27%,31.4,30.90%,30,29.50%,101.7,0,13,21.2,6.6,24.534,6.318,24.534,6.318,21.2,6.318
310384000,Passenger/Cruise,Princess Cruise Lines Ltd,2018,12.90%,12.9,F,18.6,12.90%,82.9,57.40%,37.5,26%,5.4,3.70%,144.5,0,11.4,18.2,9.6,20.579,8.51,20.579,8.51,18,8.51
370157000,Vehicles Carrier,NYK Line,2018,12.80%,12.8,F,24.5,12.80%,45.3,23.70%,45.8,23.90%,76.1,39.80%,191.3,0,13.3,16.8,4.5,25.124,4.309,25.124,4.309,16.8,4.309
351257000,Bulk Carrier,K Line Bulk Shipping UK Ltd,2017,12.80%,12.8,F,19.2,12.80%,38.9,25.80%,62,41.20%,30,19.90%,150.5,0,11.3,13.4,9.9,70.489,0,31.209,0,13.4,0
241529000,Crude/Oil Products Tanker,Goulandris Maritime Inc,2019,12.80%,12.8,F,70.4,12.80%,179.2,32.60%,265.8,48.30%,3.5,0.60%,550.3,0,1.3,13.6,0,52.068,0,52.068,0,13.527,0
211367460,Container Ship (Fully Cellular),Hapag-Lloyd AG,2018,12.80%,12.8,F,154.7,12.80%,210.4,17.40%,138.3,11.40%,710.9,58.70%,1212,0,14.2,18.9,9.3,97.767,0,35.588,0,18.9,0
636091449,Container Ship (Fully Cellular),Hapag-Lloyd AG,2018,12.80%,12.8,F,76.7,12.80%,486.5,81%,27.6,4.60%,11.1,1.80%,600.9,0,10.8,12.2,8.8,70.331,0,41.992,0,12.1,0
412163000,Vehicles Carrier,NYKCOS Car Carrier Co Ltd,2018,12.70%,12.7,F,24.3,12.70%,42.2,22.10%,113.2,59.30%,10.3,5.40%,191,0,12.3,14.3,4,20.689,0,20.689,0,14.2,0
248910000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2018,12.70%,12.7,F,22.4,12.70%,6.3,3.60%,143,81.20%,4.3,2.40%,176.1,0,12.8,14.2,6.7,35.458,0,35.458,0,14.2,0
431816000,Vehicles Carrier,NYK Line,2018,12.70%,12.7,F,21.5,12.70%,0.1,0.10%,2.8,1.70%,144.6,85.60%,168.9,0,15,17.2,6.7,44.392,5.212,44.392,5.212,17.2,5.212
636015178,Crude Oil Tanker,Unisea Shipping Ltd,2019,12.70%,12.7,F,107.2,12.70%,217.2,25.70%,411.2,48.70%,67.5,8%,844.2,0,1.4,15.9,0,21.56,0,21.56,0,15.8,0
235058697,Vehicles Carrier,NYK Line,2019,12.70%,12.7,F,38.4,12.70%,30.6,10.10%,33.6,11.10%,196.2,64.80%,302.8,0,5.2,17.3,0,25.313,0,25.313,0,17.3,0
374077000,Open Hatch Cargo Ship,Toko Kaiun Kaisha Ltd,2017,12.70%,12.7,F,22.1,12.70%,4.6,2.60%,70.8,40.70%,76.5,44%,173.9,0,13,13.3,12,39.697,0,39.697,0,13.2,0
370885000,Bulk Carrier,Keiyo Kisen KK,2018,12.70%,12.7,F,23.2,12.70%,140.5,76.70%,18.7,10.20%,0.8,0.40%,183.1,0,10.7,12.1,9.6,16.179,0,16.179,0,12.1,0
477768200,Chemical/Products Tanker,CPTA,2019,12.60%,12.6,F,93.2,12.60%,91.5,12.40%,550.6,74.30%,2.6,0.40%,740.6,0,7.8,13.8,0,28.858,0,28.858,0,13.8,0
352158000,Bulk Carrier,K Line Bulk Shipping UK Ltd,2017,12.60%,12.6,F,43.7,12.60%,131.8,37.90%,98,28.20%,73.1,21%,347.3,0,12.1,12.6,11,165.98,0,32.844,0,12.6,0
370475000,Wood Chips Carrier,Chugoku Sougyo Co Ltd,2017,12.60%,12.6,F,22.1,12.60%,80,45.70%,39.8,22.70%,32.3,18.50%,175,0,11.6,12.2,10.9,87.054,0,44.98,0,12.2,0
477185200,Products Tanker,Norient Product Pool ApS,2018,12.60%,12.6,F,23.3,12.60%,135,73.10%,25.6,13.90%,0,0%,184.6,0,10.9,14.1,9.7,14.602,8.032,14.602,8.032,14.1,8.032
477133500,Bulk Carrier,Wilmar International Ltd,2017,12.60%,12.6,F,22.1,12.60%,20.5,11.70%,67.2,38.30%,65.9,37.50%,175.6,0,12.5,13.3,11.4,37.382,0,37.382,0,13.1,0
477100300,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2017,12.50%,12.5,F,44.6,12.50%,53.3,14.90%,147.6,41.30%,112.3,31.40%,357.4,0,13.2,14.7,9.5,73.155,0,43.021,0,14.7,0
477151500,Open Hatch Cargo Ship,Saga Welco AS,2019,12.50%,12.5,F,43.3,12.50%,129.3,37.30%,171.1,49.40%,2.6,0.80%,346.5,0,11,13.2,2.9,22.508,0,22.508,0,13.2,0
636014996,Container Ship (Fully Cellular),Yang Ming Marine Transport,2017,12.50%,12.5,F,89.6,12.50%,100.5,14%,130.7,18.30%,394.3,55.10%,716,0,14.7,88.8,4.5,104.151,0,53.064,0,21.1,0
636017060,Crude Oil Tanker,Eastern Pacific Shipping Pte,2017,12.50%,12.5,F,22.9,12.50%,16.8,9.20%,71.8,39.10%,73.1,39.80%,183.5,0,13.9,13.2,11.5,42.272,0,42.272,0,13.2,0
238009000,Chemical/Products Tanker,Tankerska Next Generation dd,2017,12.50%,12.5,F,28.3,12.50%,61.8,27.30%,74.4,32.90%,61.6,27.20%,226.2,0,12.8,13.6,11.1,162.145,0,33.55,0,13.6,0
538005779,Chemical/Products Tanker,Navig8 Chemical Alta8 Pool,2017,12.50%,12.5,F,18.5,12.50%,59.7,40.40%,43.4,29.40%,26.1,17.70%,147.7,0,12,13.5,9.9,31.074,0,31.074,0,13.48,0
538007120,Bulk Carrier,STX Marine Service Co Ltd,2019,12.50%,12.5,F,42.2,12.50%,275.1,81.60%,17.3,5.10%,0.8,0.20%,337.3,0,7,12.4,0,20.202,0,20.202,0,12.4,0
636018560,Container Ship (Fully Cellular),Maersk A/S,2018,12.40%,12.4,F,44.2,12.40%,135.5,37.90%,68.4,19.10%,109.9,30.80%,357.3,0,11.7,17.3,1.2,31.794,0,31.794,0.373,17.249,0.373
636018898,Chemical/Products Tanker,Clearlake Shipping Pte Ltd,2019,12.40%,12.4,F,41.3,12.40%,110.6,33.30%,172.4,51.90%,0.9,0.30%,331.9,0,2.6,13.5,0,17.872,0,17.872,0,13.5,0
477280800,Bulk Carrier,Pacific Basin Shipping HK Ltd,2018,12.30%,12.3,F,9.5,12.30%,23.7,30.60%,23.8,30.70%,21,27.10%,77.4,0,12.4,12,10.8,69.706,0,35.587,0,12,0
269075000,General Cargo Ship,Mare Management SA,2017,12.30%,12.3,F,21.9,12.30%,29.7,16.70%,61.2,34.40%,65,36.50%,177.9,0,11.9,14.3,7.7,70.354,0,29.25,0,14.2,0
567444000,Bulk Carrier,Precious Shipping PCL,2018,12.30%,12.3,F,22.7,12.30%,157.4,85.50%,4.7,2.60%,0.2,0.10%,184.1,0,10.4,11.2,10.1,15.734,0,15.734,0.19,11.2,0.19
212348000,Container Ship (Fully Cellular),Hyundai Merchant Marine Co Ltd,2019,12.30%,12.3,F,171.3,12.30%,550.5,39.60%,357.4,25.70%,311.7,22.40%,1389.3,0,11.6,20.8,0.8,28.475,0,28.475,0,20.8,0
305177000,General Cargo Ship,BBC Chartering & Logistic GmbH,2019,12.30%,12.3,F,12.8,12.30%,56.4,54.20%,34.4,33%,0.5,0.50%,104.1,0,11.1,12.9,4.2,27.436,4.246,27.436,4.246,12.9,4.2
248264000,Vehicles Carrier,Wallenius Wilhelmsen Logistics,2019,12.30%,12.3,F,41,12.30%,112.8,34%,177.1,53.30%,1.3,0.40%,332.2,0,11.3,14.7,2.2,17.435,0.74,17.435,0.74,14.644,0.74
477271600,Bulk Carrier,Pacific Basin Shipping HK Ltd,2019,12.30%,12.3,F,72.1,12.30%,183.1,31.20%,315.3,53.80%,10.7,1.80%,586.1,0,5,14.8,0,45.455,0,45.455,0,14.8,0
477478700,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2018,12.20%,12.2,F,243,12.20%,605.7,30.50%,461.3,23.20%,678.2,34.10%,1987.1,0,13.1,19.7,3.5,57.238,0,57.238,0,19.7,0
309955000,Vehicles Carrier,Mitsui OSK Lines Ltd,2019,12.10%,12.1,F,79.6,12.10%,148,22.40%,268.4,40.70%,162.9,24.70%,659.5,0,12.3,16.5,1.2,21.674,0,21.674,0,16.5,0
353295000,"Work/Maintenance Pontoon, non propelled",Shanghai Salvage Co,2019,12.10%,12.1,F,138.6,12.10%,425.6,37%,327.3,28.50%,260.2,22.60%,1150,0,12.2,21.4,0.7,42.598,0,42.598,0,21.3,0
538006494,Bulk Carrier,Sammok Shipping Co Ltd,2017,12.10%,12.1,F,27.7,12.10%,57.8,25.30%,89.5,39.20%,54.7,23.90%,228.5,0,12.6,13.3,11,39.025,0,39.025,0,13.2,0
477669500,Bulk Carrier,Pacific Basin Shipping HK Ltd,2017,12.10%,12.1,F,33.8,12.10%,44.8,16.10%,125.7,45.10%,74.2,26.60%,278.9,0,13.2,14,10,56.447,0,56.447,0,14,0
636018168,Vehicles Carrier,Siem Car Carriers AS,2019,12.10%,12.1,F,56.1,12.10%,87.9,19%,189.2,40.90%,130.4,28.20%,462.8,0,11.6,16.1,3.8,22.455,0,22.455,0.25,16.1,0.25
477904300,Container Ship (Fully Cellular),Hapag-Lloyd AG,2017,12.10%,12.1,F,29.8,12.10%,62.6,25.30%,94.9,38.40%,60,24.30%,247.2,0,11.9,13,11,60.055,0,42.76,0,13,0
538003905,Bulk Carrier,Eagle Bulk Shipping Inc,2019,12.10%,12.1,F,41.1,12.10%,286.9,84.50%,9.5,2.80%,0.5,0.10%,339.7,0,9.2,11.4,0,33.039,0,33.039,0.004,11.4,0.004
353778000,Bulk Carrier,Shikishima Kisen KK,2017,12%,12,F,21,12%,5.8,3.30%,65.6,37.50%,82,46.80%,175.1,0,12.5,13.2,12.2,42.045,0,42.045,0,13.2,0
369296000,Container Ship (Fully Cellular),Matson Navigation Co Inc,2019,12%,12,F,213.1,12%,600.3,33.90%,110.8,6.30%,846,47.80%,1771.2,0,12.9,20.8,0,28.585,0,28.585,0,20.8,0
258802000,Chemical/Products Tanker,Odfjell Tankers AS,2019,12%,12,F,43.8,12%,71.4,19.50%,218.2,59.70%,29.2,8%,365.4,0,6.3,14.7,0,38.369,0,38.369,0,14.7,0
310768000,Container Ship (Fully Cellular),Hapag-Lloyd AG,2017,12%,12,F,102.8,12%,193.8,22.60%,307.1,35.80%,254.4,29.60%,858.2,0,13,15.4,8.4,108.654,0,50.451,0,15.4,0
477280800,Bulk Carrier,Pacific Basin Shipping HK Ltd,2017,12%,12,F,85.3,12%,191.8,26.90%,293.6,41.20%,141.5,19.90%,712,0,12.2,13.8,9.8,116.074,0,57.803,0,13.8,0
373363000,Vehicles Carrier,NYK Line,2019,12%,12,F,81.6,12%,168.4,24.70%,241.3,35.40%,187.9,27.60%,681.9,0,8.6,17.2,0,23.248,0,23.248,0,17.2,0
373789000,Bulk Carrier,NYK Line,2019,11.90%,11.9,F,70.9,11.90%,403,67.60%,111.1,18.60%,6.3,1.10%,596.5,0,5.7,12.9,0,27.506,0,27.506,0,12.9,0
256820000,Bulk Carrier,d'Amico Dry DAC,2019,11.90%,11.9,F,40.9,11.90%,181.8,52.70%,119.9,34.80%,1.7,0.50%,344.7,0,7.9,12.5,0,19.232,0,19.232,0,12.4,0
319563000,Yacht,Pettittco Ltd,2018,11.80%,11.8,F,4.3,11.80%,29.9,82.10%,1.8,4.90%,0.2,0.50%,36.4,0,10.8,11.3,10.2,16.903,7.344,16.903,7.344,11.3,7.344
235093619,Container Ship (Fully Cellular),Evergreen Marine Corp,2017,11.80%,11.8,F,21.2,11.80%,22.6,12.60%,51.5,28.70%,83.7,46.70%,179.2,0,14.3,13.8,12.4,59.238,0,59.238,0,13.8,0
636015496,Container Ship (Fully Cellular),Maersk A/S,2017,11.80%,11.8,F,81.9,11.80%,138.4,19.90%,196.4,28.20%,279.4,40.20%,695.5,0,13.4,18,9.6,88.56,0,47.485,0,18,0
538007440,Vehicles Carrier,Hyundai Glovis Co Ltd,2019,11.70%,11.7,F,37.9,11.70%,20.1,6.20%,20.3,6.20%,246,75.70%,325.1,0,14.4,20.1,0.4,51.02,0,51.02,0,20.1,0
636019100,Chemical/Products Tanker,Trafigura Maritime Logistics,2019,11.60%,11.6,F,67,11.60%,244,42.20%,261,45.10%,1,0.20%,578.5,0,4.5,14,0,30.113,0,30.113,0,13.775,0
366904000,Articulated Pusher Tug,Crowley Marine Services Inc,2019,11.60%,11.6,F,919.4,11.60%,3432,43.40%,3510.2,44.30%,37.6,0.50%,7916,0,8.3,13.9,0,92.468,0,48.401,0,13.816,0
477639900,Chemical/Products Tanker,Proman Shipping AG,2019,11.60%,11.6,F,18.5,11.60%,55.4,34.70%,85.2,53.40%,0.8,0.50%,159.7,0,7.8,12.7,0,17.11,0,17.11,0,12.7,0
538004188,Chemical/Products Tanker,Navig8 Chemical Delta8 Pool,2019,11.50%,11.5,F,42.9,11.50%,93.2,25.10%,117.7,31.70%,116,31.20%,371.7,0,7,16.1,0,17.862,0,17.862,0,16.1,0
477655900,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2017,11.50%,11.5,F,81.6,11.50%,81.1,11.40%,147.6,20.80%,400.4,56.40%,710.1,0,14.1,20.6,3.8,96.833,0,49.7,0,20.6,0
636017859,Crude Oil Tanker,Cape Tankers Inc,2019,11.50%,11.5,F,206.2,11.50%,530.4,29.50%,996.6,55.50%,14.1,0.80%,1795.4,0,1.9,14.3,0,76.599,0,34.609,0,14.3,0
247015300,Bulk Carrier,d'Amato Fratelli SpA,2018,11.50%,11.5,F,21,11.50%,136.8,74.80%,25.2,13.80%,0.2,0.10%,182.9,0,11.1,12.4,9.1,18.523,5.691,18.523,5.691,12.4,5.691
256871000,Container Ship (Fully Cellular),MSC Mediterranean Shipping Co,2018,11.50%,11.5,F,17.3,11.50%,70.3,46.60%,34.8,23.10%,28.3,18.80%,150.8,0,11.7,12.1,10.6,29.87,0,29.87,0,12.1,0
477637600,Container Ship (Fully Cellular),COSCO Shipping Lines Co Ltd,2017,11.40%,11.4,F,119.1,11.40%,106.2,10.20%,410.2,39.30%,407.6,39.10%,1043.4,0,13.7,20.2,9,129.625,0,45.32,0,19.893,0
354803000,Bulk Carrier,Kyoei Tanker Co Ltd,2018,11.40%,11.4,F,17.1,11.40%,57.6,38.50%,45.2,30.20%,30,20%,149.7,0,11.7,13.2,5.6,69.681,0,31.375,0,13.2,0
241528000,Crude/Oil Products Tanker,Goulandris Maritime Inc,2017,11.40%,11.4,F,60.4,11.40%,132.6,25%,222.5,42%,114.9,21.70%,530,0,12.3,13.7,5.5,77.152,0,41.302,0,13.7,0
564738000,Container Ship (Fully Cellular),Maersk A/S,2019,11.40%,11.4,F,235.8,11.40%,1123.5,54.40%,598.5,29%,93.1,4.50%,2066.1,0,6.4,16.1,0,29.691,0,29.691,0,16,0
636013693,Container Ship (Fully Cellular),Yang Ming Marine Transport,2017,11.30%,11.3,F,28.4,11.30%,29.8,11.80%,92.8,36.90%,100.3,39.90%,251.6,0,13,17.7,9.4,75.377,0,29.808,0,17.7,0
372348000,Bulk Carrier,Mitsui OSK Lines Ltd,2018,11.30%,11.3,F,91.7,11.30%,262.8,32.50%,374.2,46.20%,80.2,9.90%,809.8,0,12.2,13.6,10.8,115.398,0,53.474,0,13.5,0
636018494,Vehicles Carrier,Mitsui OSK Lines Ltd,2018,11.30%,11.3,F,19.8,11.30%,0.3,0.20%,15.1,8.60%,139.6,79.70%,175.1,0,13.9,16.2,5.2,19.696,0,19.696,0,16.2,0
355442000,Products Tanker,Cape Tankers Inc,2019,11.30%,11.3,F,36.8,11.30%,202,61.90%,84.1,25.80%,1.9,0.60%,326.4,0,8.1,12.5,0.1,16.932,0,16.932,0,12.492,0
538006200,Crude Oil Tanker,Genel Denizcilik Nakliyati AS,2017,11.20%,11.2,F,19.5,11.20%,36.4,20.80%,88,50.40%,31.3,17.90%,174.6,0,11.5,13.4,9.6,30.624,0,30.624,0,13.4,0
432836000,Bulk Carrier,NYK Line,2019,11.20%,11.2,F,66,11.20%,324.6,55.20%,192.9,32.80%,0.9,0.20%,588.3,0,5.5,13.4,0,15.586,0,15.586,0,13.4,0
566683000,Products Tanker,Hafnia Pte Ltd,2019,11.20%,11.2,F,22,11.20%,93.7,47.50%,78.9,40%,2.3,1.20%,197.1,0,5.6,13.3,0,21.858,0,21.858,0,13.3,0
220397000,Container Ship (Fully Cellular),Maersk A/S,2017,11.20%,11.2,F,39.2,11.20%,138.8,39.60%,103.5,29.50%,69.2,19.80%,350.3,0,11.5,18,9.9,31.21,0,31.21,0,18,0
477858300,Bulk Carrier,China Navigation Co Pte Ltd,2018,11.20%,11.2,F,20.7,11.20%,154.4,83.70%,8.6,4.70%,0.2,0.10%,184.5,0,10.7,12.1,9.4,23.451,0,23.451,0,12.1,0
477454900,Container Ship (Fully Cellular),Orient Overseas Container Line,2019,11.10%,11.1,F,245.8,11.10%,530.9,24%,766.4,34.70%,669.2,30.30%,2208.9,0,12.8,18.2,0.8,103.152,0,42.198,0,18.2,0
538007428,Chemical/Products Tanker,Mansel Pte Ltd,2019,11.10%,11.1,F,68.3,11.10%,244.1,39.70%,279.1,45.40%,18,2.90%,614.9,0,4.3,13.1,0,45.181,0,45.181,0,31.92,0
477883200,Open Hatch Cargo Ship,Saga Welco AS,2017,11%,11,F,19.3,11%,91.5,52.20%,48.5,27.70%,15.2,8.70%,175.4,0,11.7,12.4,10.7,74.668,0,30.113,0,12.4,0
353025000,Container Ship (Fully Cellular),Ocean Network Express Pte Ltd,2017,11%,11,F,169.6,11%,95.1,6.20%,424.9,27.50%,854.4,55.40%,1542.9,0,14.2,21,6.6,95.195,0,57.658,0,20.9,0
538004913,Container Ship (Fully Cellular),Wan Hai Lines Ltd,2017,11%,11,F,85.8,11%,291,37.20%,176.4,22.60%,230.6,29.50%,782,0,12.8,102.3,10,55.767,0,55.767,0,18.5,0
